X(m) Y(m) X_Ratio Y_Ratio Z_Ratio
544794.796880 2334684.435790 9.736662 16.128974 34.727414
544966.164060 2334623.786870 8.899882 15.075874 32.199264
545180.208010 2334579.029050 8.983544 13.817730 29.298320
545283.749510 2334557.871830 8.449618 13.209051 27.872323
544947.385740 2334596.826420 8.801585 15.124020 32.214810
545125.993650 2334563.001220 8.554917 14.097810 29.807530
545414.270020 2334509.457520 8.634614 12.400355 25.943095
545418.432620 2334508.187740 8.276929 12.364599 25.886625
545239.773930 2334540.567870 8.792026 13.407210 28.268670
545038.374510 2334577.943360 8.660933 14.570897 30.964400
544767.541990 2334628.334230 9.595106 16.154968 34.594133
544943.273440 2334594.850830 9.086176 15.135610 32.239687
545128.120120 2334558.472660 8.544429 14.063060 29.747361
544942.778320 2334591.679690 9.217364 15.133666 32.207528
545143.214360 2334553.058590 8.956975 13.970047 29.523392
544943.404790 2334588.499510 8.815608 15.136131 32.188791
545418.646970 2334498.535890 8.296064 12.350902 25.795784
544792.179690 2334591.525880 9.204511 15.943892 33.977174
544722.449710 2334598.038820 9.521880 16.374999 34.894467
545290.007810 2334488.738530 8.430833 13.050357 27.206966
544971.043950 2334547.812990 9.010603 14.888686 31.513501
544740.834960 2334590.758540 9.044725 16.234763 34.621339
545270.312500 2334472.093750 8.178358 13.133340 27.290552
544854.359380 2334549.268070 8.806087 15.520859 32.839899
545122.726560 2334494.458980 8.664581 13.981294 29.252964
545306.256350 2334459.209230 8.283794 12.901710 26.764955
545021.184080 2334512.040770 8.850407 14.554819 30.614158
545326.429690 2334454.815920 8.066014 12.765788 26.490164
545107.899410 2334492.437010 8.318307 14.048951 29.414436
545107.650390 2334465.611080 8.234881 14.004663 29.198091
545116.459470 2334461.833980 8.685100 13.953968 29.059113
545137.334470 2334452.119140 8.166574 13.809313 28.722366
545042.008790 2334450.532960 8.376248 14.321311 29.851794
544955.401370 2334457.403320 8.369486 14.809169 30.970942
545587.461430 2334339.552250 8.124305 11.101834 22.443808
545501.124510 2334331.988770 7.512828 11.569787 23.376741
545495.019040 2334331.174560 8.062055 11.587994 23.432901
544783.438960 2334462.492430 9.142350 15.773982 33.020374
544939.030270 2334433.420170 8.912837 14.868186 30.977634
544994.497560 2334406.797360 8.183122 14.514005 30.081689
545027.444340 2334390.406490 8.746148 14.297035 29.543160
545714.316160 2334259.378170 7.150793 10.249155 20.298551
545109.600100 2334338.295170 7.866042 13.756044 28.117675
545144.217770 2334305.290530 8.246865 13.502246 27.417752
545243.297360 2334239.210210 7.998524 12.839339 25.663414
544716.110840 2334311.585940 8.436488 15.929073 32.795626
544825.901370 2334289.261230 8.217476 15.291332 31.222477
544827.384770 2334288.494630 8.238080 15.279089 31.192033
545562.441890 2334152.979490 7.097446 10.926602 21.125896
544786.728520 2334270.339110 8.346214 15.465422 31.584651
545221.688960 2334188.364990 7.914391 12.848609 25.512700
545121.865230 2334205.879150 7.522608 13.460120 26.893775
544764.430660 2334268.225590 8.590789 15.587628 31.853302
545128.356450 2334199.140140 7.517789 13.414756 26.756909
545411.358890 2334145.039790 7.040900 11.714057 22.854142
544989.769530 2334220.483640 8.279607 14.234447 28.661958
545337.125490 2334157.262210 7.150718 12.145734 23.851548
544947.908690 2334214.721920 7.813667 14.461261 29.144218
545150.580570 2334177.861820 7.417837 13.244572 26.311818
545214.937990 2334165.811520 7.703544 12.862174 25.415840
544954.840820 2334207.430420 7.799421 14.407150 29.002669
544999.175780 2334195.929930 7.792799 14.138070 28.345233
544703.615230 2334221.268310 8.313086 15.855947 32.328604
544695.264160 2334220.729250 8.599988 15.901415 32.434365
545294.050290 2334110.256840 7.440252 12.301022 24.003127
544774.734380 2334202.679930 8.182525 15.433764 31.256291
544773.431640 2334197.906740 8.479209 15.427500 31.226685
545461.643550 2334066.894530 7.132358 11.275244 21.619837
545360.265140 2334080.544680 7.630400 11.866586 22.959660
544821.732420 2334173.181880 8.115686 15.127817 30.430610
544793.691410 2334177.440670 8.937908 15.294606 30.840530
544760.779790 2334175.120120 9.010400 15.472777 31.252524
545400.340820 2334040.887700 7.270521 11.566096 22.156011
544799.920900 2334143.356200 8.202137 15.199115 30.508902
545413.491700 2334019.311520 6.623684 11.452504 21.817024
545060.852540 2334082.206050 7.398256 13.622576 26.694731
545420.356450 2334006.894290 6.670848 11.406562 21.634330
545670.621090 2333958.218990 6.038283 9.887396 18.254828
545254.167480 2334036.405520 6.991687 12.423017 23.908311
544784.839840 2334117.862550 8.076726 15.231706 30.521715
544843.271000 2334107.799560 8.456929 14.915162 29.697009
544792.957030 2334110.677490 8.785338 15.183429 30.368600
544804.692380 2334107.290040 8.752704 15.115997 30.186458
544963.383790 2334064.230470 7.568830 14.183142 27.825177
545511.348140 2333963.169190 6.974403 10.739110 20.221243
545347.491210 2333978.647710 6.680387 11.787905 22.300863
544974.179690 2334044.627690 7.833711 14.047363 27.522494
544972.038570 2334044.155760 8.517934 14.040415 27.543257
544839.767090 2334066.976320 8.360156 14.854805 29.459398
545144.401370 2334008.742680 7.143901 12.970724 25.067641
544739.014160 2334079.406250 8.392777 15.419588 30.893366
545409.307130 2333959.721190 6.626920 11.391908 21.397885
544727.865230 2334078.145260 8.093866 15.469770 31.031503
545357.125490 2333921.194340 6.639917 11.577605 21.739341
545051.996090 2333970.131840 7.275907 13.481177 25.974944
544779.950680 2334015.928710 9.019631 15.070905 29.901857
545014.222660 2333975.252690 7.862207 13.704294 26.500650
544905.794920 2333983.521970 8.386344 14.301405 27.977830
545014.166500 2333964.918460 7.358042 13.733976 26.449809
544850.673340 2333991.471680 7.939813 14.652048 28.782881
544869.969730 2333982.460210 8.180149 14.513367 28.437951
544907.212400 2333974.275390 8.359957 14.279055 27.890086
544922.306640 2333964.112300 7.882173 14.178524 27.617851
544861.818850 2333973.323240 7.831138 14.549882 28.504216
545408.053710 2333868.996580 6.650302 11.142757 20.715301
545249.023930 2333895.320310 7.786595 12.150081 22.897293
545256.893070 2333893.291260 6.910147 12.102673 22.783324
544885.541020 2333958.638670 8.523609 14.366545 28.070063
544881.876460 2333957.823240 7.640327 14.379797 28.111750
545137.371090 2333910.398440 7.057339 12.835873 24.434201
545296.207030 2333879.441650 7.797213 11.846082 22.181286
544876.471190 2333952.866210 8.149808 14.400113 28.144927
544913.857910 2333915.764400 7.631669 14.126573 27.395811
544928.063480 2333911.920410 7.726460 14.044615 27.181587
544927.053710 2333889.556400 8.073719 13.997432 27.033435
544930.442380 2333887.305180 8.379801 13.974277 26.977888
544859.352540 2334872.838130 9.796946 16.378818 35.538659
545104.687010 2334746.747560 9.444923 14.663539 31.598320
544954.646000 2334756.362060 9.386893 15.443770 33.461390
545190.311040 2334685.467290 9.042566 13.991701 30.107629
545034.694820 2334706.362300 9.499891 14.872282 32.108457
545480.458500 2334581.033200 8.786733 12.223517 25.827930
545018.801270 2334642.885990 9.256063 14.830344 31.749807
544811.334960 2334662.338380 9.130954 15.984446 34.342733
545553.450200 2334394.120610 7.939862 11.406294 23.312590
544891.283690 2334502.566650 9.119965 15.223288 32.016283
544950.016110 2334440.431150 8.569896 14.814972 30.880275
545028.756350 2334390.993410 8.189820 14.281713 29.528542
544826.807620 2334427.448970 8.766526 15.474436 32.238310
545722.159910 2334241.176510 7.473735 10.181317 20.043279
545264.165530 2334324.746580 7.663059 12.859262 26.116419
545338.842770 2334292.350340 7.746944 12.417747 24.955482
544985.524410 2334352.539060 8.667524 14.466982 29.751038
544982.773930 2334351.614260 8.627594 14.479462 29.769668
545505.940920 2334215.650150 7.281409 11.401054 22.340758
545007.801270 2334299.856200 8.402259 14.265765 29.063099
545006.971680 2334299.491940 8.331335 14.282696 29.079404
545078.318360 2334244.573000 7.677395 13.764753 27.754764
545083.965330 2334230.553470 8.161302 13.724415 27.560901
545086.612300 2334203.744140 7.573374 13.654501 27.312816
545075.387700 2334197.593020 7.573949 13.715484 27.404197
544953.307620 2334208.034670 8.144114 14.448766 29.015213
545150.851560 2334167.540770 7.439757 13.227268 26.230017
544998.041990 2334194.262450 8.494013 14.195803 28.359498
545277.619630 2334143.325680 7.198613 12.453208 24.469585
545214.951170 2334128.913820 8.297526 12.794785 25.122142
545191.846680 2334131.990970 7.392286 12.929964 25.431207
545316.549320 2334092.777590 7.491472 12.162100 23.590321
544999.590330 2334146.834960 7.615221 14.077036 27.959648
545406.873540 2334026.899660 6.720346 11.565072 21.962689
545164.267090 2334024.739750 7.875036 13.004987 24.943094
545104.269040 2334020.905520 7.997209 13.229506 25.673895
544996.197270 2334026.542970 8.696383 13.879876 27.105971
544892.612300 2334024.318600 7.721997 14.490657 28.438360
544890.874020 2334021.889650 7.680747 14.499829 28.455462
544893.295900 2334019.863530 8.369372 14.485863 28.430106
545020.118650 2333987.716550 7.381745 13.681583 26.517606
544835.540530 2334014.016360 8.769518 14.768735 29.140283
544836.180660 2334013.193850 8.244538 14.772466 29.133463
544872.577150 2334005.319580 7.718605 14.523277 28.560141
544775.402340 2334009.162600 7.959129 15.070588 29.924403
544848.429690 2333990.000730 8.265366 14.666179 28.812577
544857.854490 2333988.267580 7.802004 14.603200 28.675954
544867.412600 2333986.013920 7.725650 14.548313 28.526161
544870.049320 2333965.752440 8.372051 14.469353 28.312970
545247.699710 2333895.937260 8.141546 12.146713 22.911652
545054.750490 2333909.065670 7.282231 13.301813 25.486713
545155.970700 2333891.459720 7.768881 12.738142 24.078414
545069.168460 2334921.866940 9.941185 15.326112 33.607791
545072.697270 2334919.800540 10.201974 15.288147 33.545379
545391.881350 2334856.085450 9.744094 13.413138 29.397265
545371.537110 2334849.239990 9.797110 13.471046 29.553682
545300.079590 2334861.555420 9.721577 13.855765 30.490069
545063.746090 2334899.244140 9.827518 15.284672 33.453510
545046.528810 2334897.447750 10.086433 15.354140 33.637201
545434.759770 2334813.974610 9.640064 13.088704 28.516205
544788.200200 2334938.283200 10.305638 17.142666 36.857723
545405.877440 2334795.623540 9.473964 13.250278 28.681826
545002.112300 2334865.587400 9.696748 15.488312 33.856076
545513.981930 2334759.995360 9.334357 12.542035 27.133622
545605.693850 2334720.619630 9.199830 11.918017 25.746302
545510.467290 2334733.004150 9.363233 12.420905 26.910209
544873.415530 2334828.651370 9.721338 16.126881 35.030971
545734.762940 2334666.168700 9.151450 11.197086 23.815920
545048.387210 2334790.026370 9.407326 15.015898 32.668883
545611.971680 2334677.491940 9.074152 11.784550 25.268985
545604.474610 2334673.582760 9.031428 11.829423 25.310900
545041.548340 2334776.510740 9.661174 15.024738 32.615941
545042.814450 2334776.234620 9.501676 15.013034 32.598087
545234.739260 2334731.189450 9.157546 13.856400 29.998009
544904.371090 2334786.645260 9.431589 15.802328 34.302906
545411.976070 2334677.604000 9.083635 12.812873 27.513394
544871.899900 2334748.568600 9.439659 15.868533 34.345985
545032.618160 2334703.367430 9.089655 14.879870 32.107696
544905.109380 2334724.128660 9.250425 15.630470 33.740992
545547.822270 2334602.414310 8.633529 11.921495 25.268077
545359.790040 2334635.203370 8.979345 12.971522 27.704938
544752.466800 2334747.864500 9.606774 16.557748 35.760310
545056.068360 2334685.471920 9.073510 14.703291 31.697441
545034.187500 2334689.624760 9.351214 14.842353 31.964292
545042.450680 2334687.749020 9.405651 14.791504 31.869778
545103.929200 2334675.073240 9.027551 14.437107 31.029980
544879.697270 2334715.861820 9.587027 15.741675 33.971383
545083.416500 2334642.175780 8.883064 14.465928 31.006752
545355.500490 2334589.543460 8.596354 12.889132 27.329843
545197.389650 2334608.893800 8.684999 13.780713 29.338350
545198.118650 2334608.029050 8.678041 13.779660 29.332088
545287.788570 2334591.003910 8.904932 13.268466 28.142267
544763.829590 2334689.078610 9.286820 16.323001 35.156902
544761.862790 2334685.453860 9.232617 16.325918 35.143828
544993.022950 2334636.872560 9.188627 14.953391 31.994510
545613.083010 2334517.582280 8.510107 11.389963 23.749517
545199.860350 2334574.334230 8.543231 13.707923 29.023125
545189.564450 2334573.093750 8.600489 13.757348 29.132754
545189.522950 2334571.478270 8.937552 13.744818 29.118251
545122.237300 2334577.097660 8.637965 14.137931 29.972349
545275.937500 2334546.442140 8.593800 13.227379 27.872768
545428.862300 2334517.484620 8.214020 12.359199 25.852103
545546.649410 2334494.461670 8.297954 11.686078 24.288804
545435.360350 2334494.728520 8.118971 12.263484 25.565931
545157.718260 2334539.212160 8.858154 13.864192 29.222261
545631.630370 2334451.547120 8.075065 11.115285 22.939670
545122.640630 2334540.825680 8.474158 14.074487 29.648698
545053.895510 2334538.662840 8.506705 14.416498 30.432701
544723.187010 2334600.602540 9.556709 16.365895 34.913164
544967.320310 2334549.209720 8.718512 14.914381 31.579605
544740.026370 2334589.845460 9.376630 16.238112 34.631136
544752.665530 2334584.959470 9.009220 16.152211 34.426879
545776.990970 2334373.469240 7.450945 10.329115 20.629386
545506.111330 2334420.159180 7.799912 11.745637 24.088411
544963.781740 2334519.686520 9.045064 14.876030 31.372403
545333.708500 2334445.667970 8.498799 12.706655 26.327031
545491.807130 2334414.348140 7.760036 11.816408 24.196426
545555.212890 2334393.725340 8.272396 11.461042 23.286813
545011.336430 2334493.401370 8.430420 14.564828 30.572930
545765.077150 2334342.867920 7.700550 10.188513 20.480234
545136.008790 2334452.831540 8.325624 13.825260 28.747411
545159.430180 2334443.812990 8.213806 13.673340 28.389732
544848.062990 2334465.175050 8.731144 15.405501 32.248275
544866.152340 2334459.990970 8.562274 15.303250 31.963596
544881.917970 2334456.907230 8.609538 15.208711 31.784160
545575.699710 2334310.904790 7.631708 11.213090 22.334545
545170.111820 2334382.053470 7.931630 13.490973 27.739888
545557.751460 2334301.573240 7.452809 11.191688 22.453308
544951.975100 2334392.071040 8.538589 14.722427 30.456010
544952.106930 2334388.126710 8.192320 14.728212 30.452162
545716.239010 2334246.964600 6.973097 10.353921 20.170142
544762.265630 2334403.257570 8.784875 15.810382 32.882285
544956.971680 2334366.570800 8.622445 14.651104 30.214483
545732.227290 2334221.932130 7.266896 10.092010 19.768504
545411.901860 2334278.456540 7.570861 11.974459 23.957847
544981.449710 2334350.823000 8.908600 14.479346 29.781526
545208.814450 2334307.255860 7.654745 13.174427 26.639418
544985.993650 2334296.410400 7.923652 14.389053 29.310055
545235.918950 2334213.541020 7.375415 12.820671 25.541369
544773.500980 2334292.914790 8.260041 15.574930 31.919890
545323.910640 2334193.243900 7.269069 12.281061 24.304536
544825.828130 2334280.675290 8.193982 15.274095 31.148185
545436.386720 2334164.402830 7.101175 11.659134 22.713894
544717.100590 2334284.655030 8.370355 15.883637 32.616664
545121.540040 2334203.263430 8.213263 13.455638 26.878481
544746.512700 2334259.007080 8.533663 15.699446 32.032808
544732.720210 2334259.750240 8.518988 15.777725 32.210973
544785.482910 2334248.627690 8.242538 15.458383 31.442898
545356.557620 2334143.953370 7.109084 12.016299 23.508795
545269.722170 2334141.420410 7.919770 12.495954 24.550058
545282.690920 2334137.924320 7.701771 12.408850 24.367596
545217.561040 2334147.342040 7.295684 12.820097 25.239141
545211.391600 2334141.987300 7.286949 12.837220 25.270517
544780.504390 2334217.363530 8.195659 15.426488 31.284521
544783.939450 2334216.735600 8.706228 15.400640 31.231817
544784.849120 2334214.636470 8.113591 15.398423 31.209284
545334.455570 2334114.869630 7.932329 12.076000 23.544191
544702.041990 2334226.357420 9.058051 15.868751 32.389273
545297.834470 2334098.956300 7.190596 12.281962 23.866823
545284.656740 2334098.988770 7.163321 12.338075 24.025382
545357.775390 2334080.723630 7.853665 11.915356 22.988873
545355.096190 2334080.639400 7.166127 11.905164 23.024104
544698.104490 2334197.789790 8.306373 15.852881 32.237445
544824.073730 2334171.740970 8.025642 15.114669 30.395273
544823.448240 2334171.141360 8.914747 15.107833 30.399085
544822.174800 2334169.452150 8.309034 15.125182 30.403058
544777.993650 2334168.176030 8.054598 15.365513 30.961286
544706.025880 2334180.107180 8.950079 15.774000 32.006472
545384.064450 2334049.203860 6.741810 11.702558 22.417581
545399.389160 2334042.829590 6.990704 11.615495 22.185265
544804.132810 2334149.219240 8.059061 15.188616 30.498510
545383.083010 2334045.361820 7.065973 11.686094 22.401484
545401.001950 2334038.767820 6.863144 11.563108 22.129925
545411.932620 2334021.166750 6.638665 11.459495 21.851121
545430.134770 2333989.809810 6.718070 11.311934 21.382202
544797.742680 2334102.249020 7.930933 15.144591 30.251084
545610.396000 2333951.364500 7.245658 10.185621 18.900132
545244.897460 2334015.195800 7.146781 12.384385 23.854251
545425.918460 2333981.201900 6.657115 11.320555 21.366706
545437.799320 2333974.601320 6.996141 11.245961 21.175215
545203.839360 2333999.441650 7.165523 12.656948 24.254541
544872.470700 2334050.350340 8.193815 14.609222 28.892589
544827.990720 2334056.927000 7.839990 14.914937 29.548830
544829.319340 2334048.616210 7.859160 14.880330 29.464897
544894.709960 2334021.448490 8.453637 14.438244 28.387557
544848.889650 2334028.367190 7.807740 14.735228 29.061173
544896.345210 2334015.385990 7.653100 14.426215 28.324534
544909.225590 2333986.843020 7.975895 14.290411 27.956569
544856.909180 2333985.059330 7.754791 14.602598 28.657421
544925.541500 2333965.024170 8.545746 14.159574 27.585480
545206.121580 2333912.446780 6.943386 12.451680 23.572345
544888.465330 2333966.828860 8.373806 14.362251 28.075863
544891.958500 2333949.471440 8.495212 14.308782 27.912963
545153.720210 2333903.408690 7.832171 12.722998 24.180371
544981.533690 2333928.072270 8.711138 13.830733 26.622882
545157.640140 2333894.489500 7.027502 12.694778 24.067388
545006.428710 2333920.032960 7.693083 13.684940 26.246017
545056.275880 2333908.955320 7.990461 13.399914 25.529223
544920.103030 2333929.170410 7.570134 14.118635 27.408571
545311.665040 2333848.104000 6.731972 11.687701 21.757598
544919.771000 2333914.947510 8.243981 14.093798 27.314911
544679.749510 2333948.533200 8.185857 15.375671 30.816367
544852.999020 2333914.568850 7.730654 14.453897 28.237411
544708.461910 2333918.699460 8.797163 15.150638 30.224232
544682.593260 2333920.280760 8.324572 15.264120 30.581334
544676.831540 2333913.276610 8.263870 15.271359 30.636575
544819.954590 2334962.689700 10.306527 17.079399 36.700881
545545.880860 2334753.504640 9.315216 12.389303 26.725058
545001.599610 2334824.908450 9.547429 15.456786 33.494979
544833.521000 2334714.329100 9.518143 15.991394 34.487806
545667.915040 2334461.989500 8.198097 10.976588 22.627211
545106.145510 2334564.060300 8.573391 14.178533 30.037179
544751.568850 2334585.331050 9.125064 16.159022 34.437527
544782.046880 2334573.695070 9.423348 15.966202 33.991749
544840.173830 2334554.614500 8.930563 15.606285 33.083943
545515.775880 2334411.509770 8.233399 11.667706 23.900756
545580.496580 2334389.239260 7.648641 11.261454 22.958547
544871.037110 2334519.730220 9.004411 15.371826 32.411624
545157.963870 2334444.506100 8.735864 13.704119 28.414685
544948.298340 2334463.434080 8.988388 14.866374 31.113278
545124.219240 2334384.362060 8.553094 13.731146 28.307232
544814.526370 2334439.726560 9.095625 15.551523 32.467170
545043.919920 2334348.263920 8.020876 14.159052 28.999726
545314.565920 2334276.444580 7.439902 12.486659 25.094994
545028.174800 2334308.600340 7.953618 14.159129 28.875213
545582.711910 2334205.395260 7.799871 10.917237 21.333294
545075.499020 2334257.666500 7.722272 13.806130 27.879018
544834.299800 2334283.344970 8.787480 15.221068 31.077931
544799.134770 2334286.773930 8.308105 15.422728 31.537469
544808.407710 2334285.168700 8.226687 15.373604 31.423339
545227.623050 2334192.560060 7.421212 12.828827 25.477930
545109.619630 2334206.667970 7.540556 13.531560 27.052343
545120.628910 2334202.584470 7.522807 13.482315 26.884730
544939.910160 2334234.907710 7.893363 14.533837 29.399404
544944.653810 2334215.643800 7.819604 14.475729 29.190736
544960.409670 2334206.409420 7.786517 14.374711 28.918823
545130.761720 2334175.460450 7.646192 13.357505 26.544969
545443.916500 2334114.553960 6.923302 11.459659 22.212879
545284.481450 2334137.365230 7.445032 12.410730 24.339689
545275.353520 2334136.998290 7.287447 12.452240 24.443793
544993.220700 2334185.479250 8.262364 14.155319 28.342075
545281.297360 2334132.877690 7.662219 12.432044 24.342117
545216.891600 2334144.298100 7.285186 12.803992 25.226099
545214.368650 2334123.299560 7.242970 12.779512 25.092813
545197.461910 2334123.739260 8.033083 12.875942 25.308611
545522.607910 2334061.199220 6.750570 10.926038 20.836236
545306.004390 2334099.807860 7.272560 12.218471 23.774522
545305.418950 2334098.716800 7.007646 12.220888 23.774366
545457.874510 2334069.166750 6.731601 11.274955 21.677096
545005.306150 2334144.678470 7.942773 14.079694 27.888340
545391.161130 2334041.121090 6.909631 11.616418 22.272168
545349.530760 2334038.599610 7.786322 11.913137 22.750949
545411.907710 2334023.992430 6.978287 11.455365 21.873199
544900.046880 2334092.511960 8.465541 14.532589 28.842414
544905.479490 2334089.250980 7.906623 14.504739 28.747814
544996.231930 2334028.610110 7.664854 13.884578 27.124399
545090.309570 2334008.962890 7.462940 13.399889 25.774437
545282.554200 2333926.888670 7.211795 12.144482 22.770003
544672.278810 2334000.593990 9.265510 15.545620 31.240404
545203.215820 2333908.560790 8.014663 12.458831 23.582006
545191.470210 2333909.341550 7.844185 12.525024 23.731797
545137.409670 2333912.083740 7.118967 12.850380 24.446111
545109.771000 2333904.611330 8.002985 12.978919 24.744902
544704.214360 2333960.900150 8.746583 15.294069 30.566098
544676.588870 2333921.663820 8.242687 15.298966 30.688714
544663.162110 2333908.709960 8.357975 15.309342 30.783997
545132.648930 2334931.235600 10.017225 15.027145 32.958146
544926.108890 2334963.608890 10.070914 16.477986 35.553510
545395.271480 2334866.610110 9.912876 13.405829 29.465504
545472.733400 2334848.132080 9.733149 13.012733 28.431078
545029.042480 2334908.899900 10.114478 15.475057 33.944964
545002.165530 2334872.386960 9.739751 15.517107 33.918853
545276.073730 2334814.120610 9.498790 13.923977 30.294920
545001.380370 2334866.967290 9.701180 15.495546 33.879670
545011.680180 2334863.163090 9.795725 15.433380 33.722679
545574.459960 2334752.039060 9.475767 12.249477 26.391846
545512.991210 2334760.958980 9.349519 12.676880 27.170090
544921.812500 2334861.999510 9.865663 15.997433 34.770447
545587.013180 2334721.519290 9.267389 12.072392 25.948743
545757.980220 2334688.939210 9.096771 11.144737 23.785438
545421.457030 2334748.066650 9.406259 12.946936 28.040832
545776.629390 2334662.081790 8.993020 11.030578 23.330263
545019.450680 2334786.630370 9.684611 15.172854 32.970523
544828.933110 2334820.708980 9.827852 16.339955 35.460379
545561.371090 2334669.465820 8.844746 12.047546 25.738466
545376.284180 2334700.818120 9.204943 13.046885 28.116637
