X(m) Y(m) X_Ratio Y_Ratio Z_Ratio
556632.979370 2328917.059270 0.998133 1.513852 1.296088
556503.820070 2328959.162600 1.641778 1.692718 2.124604
556210.744260 2329054.386470 1.295663 1.721592 5.793259
556204.254700 2329056.297910 1.287261 1.429118 5.868219
557064.149170 2328790.699100 1.845687 1.763351 9.625963
556797.546020 2328879.758240 1.593036 1.799446 3.930907
556068.093570 2329110.133970 0.620658 1.987741 6.949734
556064.032410 2329111.513790 0.683227 1.387118 6.979870
556569.592530 2328957.263490 0.896856 1.449224 1.301838
556639.955320 2328935.499820 1.001399 1.394453 1.506625
556493.618770 2328981.768740 1.331087 1.606564 2.060551
556742.208860 2328903.890810 1.352527 1.461846 3.002425
556077.616700 2329111.918270 1.006233 1.640738 6.757412
556750.028440 2328904.065860 1.011541 1.516897 3.175049
557061.883790 2328804.750000 2.052259 1.731660 9.635405
557133.805660 2328783.405460 1.648359 1.838378 11.495927
556556.554810 2328974.979490 1.527582 1.778564 1.322286
557232.387080 2328758.176940 2.447603 1.961238 14.030974
556336.861570 2329050.597600 1.487064 1.537299 3.790149
556447.637820 2329017.033200 1.461868 1.397388 2.377237
556294.841800 2329065.901920 0.753717 1.554219 4.259441
557031.520870 2328830.689700 2.201395 1.714014 9.278352
556959.550780 2328854.567200 2.031730 1.707685 7.618351
556165.868900 2329106.515930 1.245010 1.346498 5.650096
556511.417240 2329000.003050 0.913775 1.476883 1.616465
556872.098510 2328885.345640 1.774761 1.578151 5.753476
556551.923950 2328989.528320 1.864401 1.503364 1.323541
556235.880250 2329090.078190 1.349457 1.316820 4.788868
557064.657230 2328825.641970 1.680813 1.731295 10.086657
556952.646480 2328866.652470 2.054297 1.686991 7.440047
556520.360600 2329006.814760 1.522685 1.431303 1.461897
556825.884520 2328912.151670 2.034703 1.621325 4.970925
557181.979860 2328794.465940 2.212526 1.885533 12.978974
556765.390010 2328945.376100 1.654012 1.442346 4.105831
556065.722230 2329175.579830 1.035268 1.298376 5.766826
557271.872310 2328789.062620 1.409886 2.001691 15.508466
556779.239380 2328953.287720 1.969221 1.794759 4.508289
556610.589840 2329009.581970 0.992805 1.686959 1.902676
556689.436650 2328985.679870 0.969481 1.689000 3.059189
556374.699220 2329087.795720 1.657113 1.384945 2.607906
556936.526610 2328907.985290 1.236091 1.668480 7.735230
556860.574340 2328932.989260 2.162030 1.768508 6.154480
556172.395450 2329152.936520 1.117289 1.393356 4.725493
557103.410400 2328855.357120 2.111929 1.840467 11.526022
556863.683350 2328935.078000 1.325483 1.577985 6.273943
557211.497190 2328831.883790 1.435613 1.994218 14.262659
557056.800290 2328891.374570 2.013922 1.730640 10.755975
556601.678220 2329041.055730 1.736880 1.662024 2.187850
556535.267090 2329068.631650 0.830226 1.854843 1.600741
557304.705930 2328819.646610 2.503960 2.107502 16.919612
556452.336910 2329104.626040 0.807103 1.388521 1.536977
556279.145940 2329161.802370 1.307530 1.882170 2.952863
556793.317380 2328997.160100 1.513736 1.600861 5.540010
556878.990970 2328970.434880 1.859239 1.664423 7.213957
557235.874510 2328852.306460 1.380905 2.040096 15.270429
557251.680910 2328854.602720 1.621614 2.031503 15.811079
556775.401370 2329014.982670 1.456502 1.530765 5.426711
557245.869260 2328862.538270 1.514852 2.023319 15.768211
556776.792600 2329027.443240 1.327584 1.797311 5.656755
557249.547360 2328872.438480 2.192739 1.999675 16.149000
556784.279170 2329028.018550 0.983400 1.641366 5.864721
556230.163270 2329214.327390 1.330114 1.471704 2.868034
557158.988890 2328914.424190 2.058790 1.907442 14.015584
556468.681520 2329142.380370 1.251039 1.801102 1.711653
556538.615840 2329120.895260 1.590573 1.748993 2.311542
556650.045650 2329086.991330 1.371919 1.858330 3.863259
556598.424930 2329103.791020 1.900266 1.949772 3.089390
556340.451170 2329187.230470 0.757450 1.493606 1.876549
556182.390560 2329239.580440 0.698914 1.333761 3.033252
556700.728520 2329082.632390 1.080891 1.932842 4.885688
556591.481200 2329118.708560 0.936272 1.738244 3.213294
556153.243410 2329262.318360 1.251239 1.781777 3.077244
557054.027220 2328968.580690 1.255284 1.798513 11.854940
556535.027830 2329140.175660 0.817937 1.653611 2.560858
557358.630370 2328866.370910 1.787807 2.150031 19.113244
556713.544070 2329089.366880 1.207887 1.840719 5.288697
556184.256160 2329262.061160 1.287372 1.387215 2.700666
556692.830440 2329099.565190 1.056534 1.586564 5.002016
556972.920170 2329016.993960 1.806733 1.838047 10.316726
556518.381840 2329169.145390 1.542367 1.660401 2.744642
556703.433110 2329109.862550 1.153566 1.633746 5.422753
557170.004520 2328958.282590 1.628541 1.881597 14.955319
556601.260620 2329151.240840 1.916317 1.800801 3.973492
556784.004030 2329093.036500 1.383449 1.726660 6.951264
557013.116700 2329017.934570 1.817546 1.759504 11.532630
557074.826170 2329000.357300 2.296711 1.810773 12.910372
556434.656130 2329212.863770 0.729898 1.770067 2.192594
556377.477170 2329233.128300 1.241319 1.596407 1.869606
557130.953130 2328984.046570 2.336157 1.835782 14.242740
556232.809330 2329282.315670 0.896047 1.550483 2.044628
556467.320070 2329206.579100 1.540992 1.450673 2.547081
556314.947390 2329257.991820 1.466239 1.963605 1.779993
556117.206050 2329328.129270 1.040446 1.608911 2.492567
556742.323730 2329124.120480 1.940474 1.688673 6.553735
556797.370970 2329106.246520 1.213680 1.657059 7.494327
557030.192750 2329030.606510 1.586559 1.823078 12.205680
556562.835450 2329190.056030 0.858102 1.795431 3.928056
556381.306880 2329249.798220 1.183042 1.611154 2.089815
556918.474120 2329072.474790 1.883835 1.889184 9.837999
557031.579350 2329036.959840 2.021956 1.921833 12.326703
557382.354490 2328927.083860 2.430878 2.278421 21.088928
556701.365110 2329156.927860 1.724841 1.783169 6.218564
557308.572390 2328953.414060 2.259420 2.129021 19.138040
557082.164310 2329031.213870 2.071561 1.882938 13.667328
556711.199460 2329156.132450 1.873987 1.928683 6.443778
556884.507080 2329098.986820 1.790022 1.722050 9.408211
556532.944340 2329216.628540 1.580233 1.656601 3.856298
556803.856320 2329128.745240 1.387307 1.745262 8.047794
556787.003910 2329136.111080 1.339176 1.601369 7.783088
556553.308350 2329215.369380 1.102183 1.822144 4.219442
557415.863040 2328926.809690 2.153686 2.313464 22.083430
556495.341670 2329238.932370 0.764714 1.799371 3.582051
557401.466800 2328934.309940 1.488791 2.290425 21.697698
557347.376710 2328953.075740 1.530868 2.190135 20.358486
557009.863530 2329074.354920 2.022662 1.888507 12.371036
556469.219240 2329262.751590 0.754878 1.498797 3.567517
557143.141600 2329039.453430 2.242159 1.856916 15.633736
557084.172970 2329059.447020 2.125867 2.002720 14.191932
557169.927000 2329033.365230 1.990255 2.016249 16.294128
556921.874390 2329117.276730 1.028169 1.842052 10.735633
556641.417600 2329214.851200 0.905037 1.703611 6.012983
557233.484990 2329016.309630 2.168160 1.986093 17.877956
556473.487790 2329272.521730 1.775488 1.473966 3.846141
556231.695190 2329354.961060 1.236878 1.403450 2.147187
557113.033450 2329063.517210 1.896897 1.856722 15.123759
557101.015990 2329067.549680 2.193705 1.879549 14.840084
557077.665650 2329083.115720 1.953626 1.948965 14.470470
556398.108400 2329318.563600 0.756658 1.440744 3.454495
556256.090880 2329365.868410 0.965332 1.963546 2.473167
557238.033080 2329037.682800 1.913367 2.025736 18.400322
556645.927860 2329240.152950 1.648841 1.559800 6.597210
556474.873050 2329297.394170 0.832517 1.511161 4.351678
556162.046080 2329403.984860 0.757679 1.727738 2.248803
557404.702150 2328993.012450 2.393869 2.228957 22.715888
556597.014530 2329268.792720 1.482231 1.499607 6.142196
556401.755000 2329334.693120 1.349519 1.797120 3.854627
556992.709470 2329137.844730 2.089971 1.696197 13.086280
556380.736570 2329349.906980 1.479751 1.461458 3.850823
556364.271730 2329359.532230 1.287753 1.461907 3.747234
556296.515560 2329383.017700 0.881121 1.659634 3.228093
556201.502930 2329415.269530 1.009742 1.549923 2.702173
556537.118770 2329303.484130 1.337712 1.542288 5.652919
556862.888430 2329197.591550 1.981756 1.609473 10.785745
556854.050780 2329202.029540 1.999641 1.601779 10.654038
556632.506350 2329283.659910 1.626882 1.528587 7.209376
557306.599490 2329057.303340 2.359760 2.125926 20.808757
556706.000980 2329263.124880 0.988859 1.551169 8.401408
557097.797610 2329131.668330 2.103325 1.878925 15.947803
556840.108150 2329220.729490 1.728945 1.593146 10.643029
557002.849850 2329167.125490 2.026879 1.706666 13.928251
556454.875610 2329355.390500 0.810023 1.821280 5.192732
556705.017090 2329278.255370 1.046539 1.875437 8.688684
556561.199340 2329328.968870 1.835845 1.532141 6.676355
557305.567990 2329079.460210 1.836939 2.122387 21.138862
557234.971680 2329103.248230 2.044951 1.955902 19.467049
556656.317750 2329303.988040 1.482521 1.809677 8.127532
556518.577760 2329350.873780 0.879678 1.541025 6.297486
557308.015990 2329082.660950 2.253057 2.083933 21.314022
556576.253170 2329334.601070 1.155919 1.530849 7.103677
556943.462040 2329213.693480 1.849184 1.943966 12.939081
556398.171020 2329399.859250 0.818869 1.704566 5.159153
557266.055180 2329110.527950 1.654635 2.015950 20.558593
557220.235470 2329136.833250 2.080881 1.980044 19.641144
557094.570920 2329179.762330 2.103350 1.853102 16.826190
556637.865110 2329336.571410 1.713107 1.960173 8.411722
557055.367070 2329194.742920 1.677072 1.894364 15.976422
557228.668090 2329136.863770 2.160184 1.987512 19.922352
556665.716670 2329331.310420 0.951038 1.602291 8.909905
556348.502320 2329442.185670 0.997261 1.514933 5.231481
557019.437620 2329214.656490 1.093606 1.689744 14.798433
556736.577640 2329311.692140 1.647196 1.889873 10.067460
557381.686280 2329095.056700 1.371276 2.147928 23.712713
557012.741580 2329237.103760 1.675121 1.708882 15.046846
556802.677490 2329309.538940 1.752441 1.600749 11.496888
557019.347290 2329236.461180 1.914849 1.722378 15.206948
557016.698120 2329238.971070 2.077520 1.699297 15.189869
557020.764650 2329240.497070 1.940097 1.736457 15.328507
557442.628420 2329103.108890 1.886888 2.208772 25.866429
556882.521000 2329300.469600 1.670658 1.623034 13.167198
556332.438480 2329493.227170 0.847250 1.762629 6.047173
557249.747310 2329176.878780 1.254228 1.975591 21.339986
557438.497800 2329114.167240 1.591905 2.228451 26.011430
557107.092530 2329229.083740 1.166328 1.759308 18.082913
556615.483640 2329402.519780 1.307550 1.698119 9.382780
556814.793330 2329336.209470 1.384836 1.644840 12.341585
556898.550900 2329308.780880 1.969163 1.639269 13.724645
556193.274410 2329555.104740 1.336378 1.826627 5.474094
556711.904790 2329376.737300 0.900595 1.830671 10.885035
556313.002500 2329516.233520 1.013827 1.853039 6.314354
557261.393430 2329192.979250 2.325772 1.932283 22.018298
557022.193600 2329276.960450 1.766210 1.671683 16.059843
556804.709960 2329352.159670 1.647065 1.606060 12.439255
557023.206180 2329278.075680 1.905020 1.903833 16.112644
556936.237430 2329308.150510 1.985721 1.645888 14.597092
557247.430050 2329202.095580 1.663267 1.868847 21.780685
557457.106690 2329131.836670 2.497012 2.242957 26.839694
556661.127930 2329406.437620 1.126384 1.570371 10.426874
556626.798830 2329418.101320 1.905960 1.637023 9.958055
556272.739140 2329542.411620 1.412141 1.764203 6.295598
557252.641360 2329203.791750 2.200588 1.912829 21.961012
557114.478030 2329251.469850 2.050495 1.730836 18.776767
557414.893550 2329149.416380 2.519627 2.177095 25.863279
557253.149660 2329204.577150 2.228977 1.902323 22.017637
557020.838750 2329294.431640 1.519197 1.951698 16.412184
557256.835210 2329214.034300 2.444912 1.877798 22.327861
556379.700680 2329520.300170 1.254965 1.981701 7.643107
557377.587160 2329173.993900 2.197831 2.109591 25.162323
557379.808350 2329174.504760 1.510201 2.094551 25.243855
556977.569700 2329312.664430 1.859834 1.654532 15.692735
557291.646850 2329205.834350 2.432325 1.940866 23.175181
556410.053340 2329512.750980 1.471460 1.496620 7.935376
556970.771000 2329317.429930 1.919828 1.986635 15.606876
557451.026610 2329154.875610 2.156260 2.160801 27.095968
556979.182740 2329318.290530 1.248176 1.661469 15.855265
556845.224120 2329364.968140 1.610134 1.616835 13.639971
556559.764530 2329468.626340 1.021444 1.566763 9.732312
556476.437500 2329499.237180 0.846974 1.974341 8.830737
556318.631410 2329555.156980 1.403059 1.485863 7.349806
557493.224370 2329147.423100 2.457053 2.233738 28.293518
556648.457640 2329439.681640 0.947935 1.956614 10.904542
557423.277340 2329176.679200 1.878695 2.162333 26.632227
557120.882450 2329280.318730 2.052106 1.929419 19.552573
557372.508790 2329196.941410 2.301951 2.062729 25.419802
556436.558960 2329523.316530 1.004516 1.710310 8.671022
556508.015140 2329499.750120 1.030977 1.517536 9.449179
556249.524050 2329591.396000 1.398954 1.985483 7.132158
556708.107910 2329430.668210 1.339227 1.744732 11.988687
557095.706670 2329298.593750 2.112063 1.726817 18.258416
556479.317990 2329520.351070 1.378968 1.852057 9.399127
556712.418580 2329440.754640 1.109114 1.871462 12.301991
556929.997070 2329367.577270 1.012303 1.940264 15.660398
557200.462650 2329274.920530 1.969364 1.801739 21.853593
557397.567870 2329218.009890 2.037517 2.138780 26.653828
557504.518800 2329183.312990 2.795786 2.197543 29.337536
556287.210570 2329609.969240 1.437390 1.546142 8.161894
557377.291500 2329230.872920 2.410257 2.007317 26.340115
557267.030030 2329269.024540 1.326496 1.838442 23.643271
557407.487060 2329224.055910 2.220008 2.121725 27.015893
556488.963380 2329553.851930 0.861568 1.886482 10.384621
557478.574460 2329209.080570 2.223675 2.140024 29.042777
556941.147090 2329397.146120 1.971590 1.740287 16.554052
556402.283570 2329589.288570 0.942351 1.923515 9.680159
556821.809450 2329440.574100 1.057768 2.056503 14.726141
556401.468380 2329593.057130 0.873015 1.877281 9.757361
556568.559200 2329535.079100 0.982536 2.152971 11.498329
556922.954470 2329410.660400 1.521338 1.658338 16.418160
557271.624760 2329292.054200 1.324308 1.998658 24.372523
556923.919800 2329415.439580 1.614000 1.750366 16.551197
556803.735720 2329459.462890 2.033707 1.684134 14.742016
556301.098020 2329643.182620 1.242387 1.835581 9.235101
557200.192140 2329329.456790 1.639052 1.764040 23.023107
556281.845520 2329657.163450 1.028089 2.126225 9.376626
557482.855220 2329235.874760 2.572270 2.109886 29.709705
556849.305050 2329455.704220 1.540867 1.996746 15.689422
557481.626950 2329237.333130 2.048045 2.105431 29.723576
556657.633180 2329530.436160 1.715845 1.586494 13.192578
556494.986570 2329591.083130 1.540263 2.066792 11.433124
557204.728640 2329340.449220 2.188597 2.019673 23.358798
556667.820680 2329530.244510 1.657076 1.953551 13.399635
557198.157470 2329348.376590 1.748755 1.722263 23.414899
557005.177730 2329419.670900 1.792655 1.811784 18.545593
557059.367680 2329402.071660 1.460684 2.031260 19.468599
556773.368290 2329503.579100 1.374866 2.098190 15.056508
557175.304810 2329362.464970 1.732941 1.650844 23.053877
557305.769650 2329319.338620 2.309017 1.827408 25.967802
557005.086550 2329426.186890 1.977225 1.667643 18.713341
556539.005130 2329592.470090 1.417554 1.643402 12.319739
557301.381470 2329323.770870 1.948283 1.821752 25.962132
557387.677730 2329295.894530 2.022341 1.953196 27.918965
557013.177980 2329434.467900 1.766200 1.666000 19.040713
556485.322390 2329628.975100 1.658012 1.930761 12.212288
556584.423830 2328812.310240 1.853706 1.379704 2.424289
556859.276000 2328749.963870 1.591736 1.547538 3.797985
556562.221680 2328923.765630 0.996885 1.347326 1.648905
556920.262820 2328819.766420 2.161601 1.603488 6.180472
557214.836060 2328779.436040 2.337098 1.942554 13.748624
557058.479250 2328844.743290 2.110156 1.801786 10.135369
556174.146670 2329153.669430 1.107344 1.475824 4.663035
556789.102420 2328995.201170 1.407515 1.551966 5.407210
557308.188480 2328839.732540 1.445860 2.061564 17.260610
556085.787480 2329246.518430 1.195986 1.276173 4.183722
556650.713260 2329088.750790 1.213817 1.457454 3.905001
556121.459900 2329284.742800 1.112473 1.864064 3.053603
557260.498170 2328910.520940 1.320098 2.062341 16.854534
557386.879880 2328919.852970 1.718143 2.271076 21.026456
557399.242190 2328928.179200 1.670418 2.254666 21.560010
556995.765630 2329084.410770 2.041000 1.855597 12.158358
556486.825440 2329307.865720 1.214722 1.983753 4.783835
557428.569090 2329006.471800 1.865759 2.250217 23.727439
556716.927860 2329259.574460 1.705087 1.852982 8.557169
556656.697630 2329332.169190 1.958783 1.597843 8.719022
556629.751100 2329358.094480 0.908461 1.572809 8.696957
557107.103880 2329321.245730 1.925406 1.961647 18.986031
556844.822270 2329412.796750 2.049517 1.840898 14.647699
557481.722410 2329239.578000 2.373700 2.144184 29.769034
557298.879880 2328647.882390 1.899984 2.023800 14.665542
557285.450070 2328666.966060 2.531703 2.011143 14.492981
556021.221860 2329068.218690 0.916815 1.216358 8.338649
557186.535770 2328722.078130 2.275541 1.886301 12.254146
557118.011470 2328806.627870 2.387582 1.826852 11.352083
557350.816650 2328821.138490 1.648577 2.134849 18.272888
557427.868650 2329110.479740 1.659398 2.220183 25.554659
556717.337160 2329354.774780 1.420369 1.572864 10.537840
557019.897460 2329252.501830 2.114562 1.707778 15.528745
556477.210210 2329442.081670 0.877956 1.819926 7.562847
557208.735110 2329191.863400 2.185926 1.933963 20.338429
556591.574830 2329409.884890 1.723529 1.975747 9.041955
556217.913880 2329540.680180 1.269233 2.030260 5.456406
557213.962160 2329197.824580 2.207663 1.937523 20.661054
557349.471920 2329152.896970 1.921979 2.096968 23.893822
556809.720700 2329338.857910 1.378307 1.672848 12.269953
556766.851930 2329353.714230 1.329176 1.595661 11.609710
556597.696530 2329412.661250 1.788500 1.579196 9.237361
557329.992430 2329162.436040 1.668234 2.020207 23.489812
556458.642820 2329464.257080 0.938098 2.030692 7.678085
556953.139160 2329298.461670 1.903172 1.647660 14.807201
556355.545290 2329515.116940 0.851655 2.070984 7.056101
556328.264400 2329524.857060 0.851094 1.771057 6.807786
556707.429570 2329394.087040 1.575735 1.610474 11.158103
557422.768800 2329152.166990 2.552603 2.154798 26.273070
557432.206050 2329151.581910 2.387518 2.160094 26.430386
557259.129880 2329210.445800 1.683571 2.033858 22.301884
557482.915040 2329140.183720 2.196372 2.245685 27.747874
557178.793950 2329244.129270 2.084574 1.869948 20.559123
556230.959960 2329577.310180 1.336359 1.500353 6.550179
557194.902100 2329242.011840 1.632046 1.935465 21.002798
557388.632080 2329178.154790 2.165032 2.063205 25.567229
557307.698490 2329205.966430 2.252164 1.978664 23.572762
557447.316410 2329159.116460 1.892235 2.205526 27.028674
557189.869020 2329250.798710 1.486939 1.856791 21.016050
557116.114380 2329276.410520 2.010164 1.714998 19.335889
557310.305050 2329210.522460 1.679001 1.944784 23.812118
557385.019530 2329187.698610 2.554844 2.088925 25.676083
557369.827150 2329194.029300 2.439096 2.019493 25.401405
557404.617920 2329184.339230 1.701577 2.101279 26.177546
556453.853270 2329515.339840 1.000187 1.541879 8.785824
556491.816770 2329506.663820 1.263046 1.805491 9.300505
557240.713620 2329246.073730 1.678003 2.016853 22.570690
556240.286440 2329603.394900 1.294946 2.090673 7.313288
556933.776860 2329362.801640 1.308983 1.997089 15.659796
556814.675170 2329404.603030 1.995284 1.722962 13.778670
556481.865970 2329522.038700 1.487220 1.849014 9.476042
556998.599850 2329343.059450 1.937762 1.758785 16.832139
556270.186950 2329600.985600 0.892716 1.948173 7.682938
556743.061280 2329434.544560 0.897760 1.811878 12.832170
556792.547000 2329419.899780 1.791996 1.626881 13.610840
557419.323970 2329206.960210 2.367526 2.069998 27.175378
557196.335690 2329291.163210 2.334786 1.742241 22.098481
556545.794190 2329528.133910 0.879872 2.027471 10.877915
557163.196530 2329316.871460 2.093602 1.837147 21.562902
556400.630130 2329586.756960 1.332368 2.003631 9.573873
556885.958740 2329415.075070 1.720570 2.040241 15.640053
556871.553100 2329420.240600 1.819381 2.014696 15.422784
557176.464480 2329314.671750 1.466387 1.782100 22.007387
556323.525330 2329617.537480 1.305628 1.984141 8.952416
557224.970340 2329303.615970 1.917158 1.963266 23.159298
556279.284180 2329639.277340 1.126049 1.505395 8.803399
556307.820920 2329635.560550 1.436751 1.500244 9.242556
557383.740720 2329256.442380 2.078597 2.030812 27.081152
557131.620730 2329343.594730 1.182432 1.763437 20.043076
557354.516110 2329267.759400 2.374311 2.125103 26.399857
556729.067990 2329490.328250 1.381071 2.045562 13.780316
556933.321040 2329420.953250 1.892712 1.997999 16.888199
556513.273930 2329572.518680 0.882018 2.121398 11.325574
556839.575680 2329458.856570 1.739875 1.833925 15.560110
557472.687740 2329240.147710 1.874321 2.091987 29.486341
556785.151120 2329487.488160 1.474396 2.053379 14.960058
556640.599610 2329539.298220 1.054694 1.986978 13.055100
557374.919680 2329282.398800 2.454179 1.925642 27.296556
557153.510010 2329358.973020 2.116582 1.653158 22.262593
556685.105350 2329529.712400 1.023943 1.725778 13.770523
557278.395140 2329324.898560 2.323318 1.787977 25.215078
556651.221440 2329546.517330 1.108759 2.147285 13.448148
557061.376710 2329403.743650 1.283050 1.997677 19.544105
556892.143070 2329463.769780 1.514960 1.985467 16.862908
557304.688230 2329320.531980 1.454092 1.809184 25.963584
556887.352540 2329466.665280 1.660343 1.891056 16.800725
556777.026250 2329507.555790 1.514761 2.032390 15.230097
556647.198490 2329557.611820 1.807141 2.009828 13.644543
556586.107670 2329587.895510 0.971376 2.075690 13.112864
556593.331050 2329588.362920 0.915242 2.020980 13.262157
557109.733150 2329405.184810 2.070339 1.606973 22.057073
556586.969240 2329593.962400 0.951428 1.706638 13.261888
556929.267940 2328702.326480 2.075391 1.542634 5.049864
556851.196530 2328772.352910 2.084344 1.616347 3.855132
557156.103270 2328675.821530 2.399732 1.806340 10.898781
557295.552610 2328650.517270 2.045938 1.992914 14.616499
556560.578130 2328931.076290 1.079028 1.399510 1.584178
556996.747920 2328831.472600 1.202785 1.716439 8.372352
556940.171140 2328906.595460 1.837636 1.640952 7.841055
557313.807130 2328792.935180 1.605166 2.088326 16.818722
557154.866580 2328853.675170 1.872093 1.874483 13.015983
556389.906370 2329181.702030 0.708357 1.508613 1.654539
556796.543950 2329064.262510 1.412113 1.611059 6.751169
557263.611450 2328912.043580 2.172348 2.044486 16.949340
556350.825930 2329234.627080 1.171069 1.445776 1.754780
556111.872380 2329323.992920 0.842078 1.946799 2.614316
556171.608150 2329349.927000 0.728611 2.020958 1.988445
556282.883420 2329455.201050 1.339917 2.063441 4.464089
556639.476200 2329334.892460 0.967389 1.663351 8.407555
556933.002930 2329414.125240 1.357184 1.651870 16.742503
557436.958980 2329249.518310 2.355669 2.029341 28.835510
556121.821960 2328946.955930 0.979946 1.524311 8.886568
556586.147460 2328810.292360 1.031759 1.485200 2.425452
556217.038880 2328922.590210 1.389962 1.447799 7.767475
556903.508060 2328711.302310 2.013607 1.526610 4.479752
556764.991330 2328756.105650 1.839027 1.446018 1.760979
556404.942990 2328869.168030 1.408319 1.478224 5.210581
556006.879520 2328984.955870 1.082895 1.568379 9.891108
556584.470830 2328814.542600 1.038325 1.477237 2.379597
556860.046140 2328727.744140 1.752983 1.508003 3.526534
556892.545900 2328717.552370 1.773866 1.495109 4.221485
557006.910520 2328682.593990 2.160904 1.629138 6.875934
556205.070310 2328933.599980 1.325012 1.651218 7.808230
556747.423950 2328770.241700 1.953633 1.479831 1.582630
556208.082210 2328936.144650 1.222009 1.546130 7.719462
556846.709590 2328740.256770 1.836476 1.566167 3.388204
556367.344360 2328891.830020 0.753971 1.374018 5.605351
556502.652340 2328851.391420 0.889214 1.305895 3.526673
556728.468990 2328782.037110 1.104012 1.505929 1.398530
555987.672000 2329004.617980 0.628104 1.586253 9.791203
556945.251950 2328713.316470 1.549619 1.566778 5.522591
556281.026610 2328922.429380 1.233889 1.520992 6.717503
556410.467770 2328884.398010 0.823523 1.495265 4.885560
556776.871340 2328771.547240 1.202413 1.428891 2.108839
556593.265870 2328829.652890 1.111277 1.456186 2.044523
557031.484740 2328689.533390 2.064319 1.662788 7.609446
557133.457640 2328656.729430 2.425925 1.784713 10.092218
556751.464840 2328783.355410 1.361128 1.476242 1.749928
556967.033200 2328714.792360 1.767228 1.616490 6.148437
556777.526980 2328776.310420 1.339377 1.461463 2.177665
556416.248660 2328889.093990 0.821507 1.262714 4.728068
556354.272710 2328908.832760 1.346754 1.536759 5.600256
556216.178470 2328954.505490 1.177339 1.540695 7.319710
556459.144410 2328884.805360 0.953365 1.505933 3.924405
556798.219240 2328779.715390 1.340634 1.541872 2.694257
556592.078980 2328844.516110 1.026033 1.352836 1.962793
556111.403930 2328991.541990 0.777395 1.832276 8.335494
556457.122310 2328893.144100 0.869239 1.514348 3.857756
556639.127320 2328840.505000 1.288692 1.527401 1.317066
556253.063900 2328958.479370 0.811993 1.803184 6.651537
556021.773990 2329025.851750 1.098162 1.938202 9.029973
556104.643740 2329004.042110 1.108732 1.733678 8.231623
556415.393680 2328912.769350 1.135071 1.521657 4.399541
557188.655270 2328666.469730 1.539450 1.872922 11.726546
557068.868530 2328708.381650 1.665465 1.745098 8.839928
556453.492070 2328905.985110 1.473644 1.386080 3.752069
556102.366150 2329011.150630 1.007108 1.557959 8.161036
556417.685910 2328919.208920 0.849391 1.594758 4.254221
557213.939580 2328665.160830 1.664077 1.920187 12.425842
556099.006900 2329022.403930 1.203991 1.389602 8.069032
557145.050540 2328694.955260 2.058492 1.822619 10.813209
556358.998900 2328952.985780 0.747006 1.359029 4.872071
556353.114140 2328955.120670 1.507192 1.476933 4.942440
556799.114750 2328821.583680 1.905332 1.550379 3.202844
556965.697270 2328769.167480 2.132854 1.688781 6.746716
556893.189210 2328793.631590 1.353775 1.677999 5.154081
556883.986570 2328797.944820 1.951202 1.717655 4.967814
